,610,710,810,910,1010,1110,1210,1310,1410,1510,1610,1710,1810,1910,2010,2110,2210,2310,2410,2510,2610,2710,2810,2910
600,92,99,105,112,118,125,131,138,144,151,158,159,165,171,177,184,278,286,294,297,305,315,323,331
700,96,103,110,118,125,132,139,146,153,155,162,169,175,182,189,196,292,300,308,312,321,332,340,349
800,100,107,115,123,131,139,146,149,156,164,172,179,186,194,201,209,305,314,323,327,336,348,357,366
900,104,112,120,129,137,146,149,157,165,174,181,189,197,205,213,222,318,328,337,342,352,364,374,383
1000,116,126,136,147,152,162,171,181,191,201,211,221,230,240,250,260,359,370,381,388,399,414,425,436
1100,119,130,141,148,158,168,179,189,199,210,221,231,241,251,262,273,372,384,396,403,415,430,442,454
1200,123,135,146,153,164,175,186,197,208,220,230,241,252,263,274,286,385,398,410,418,431,446,459,471
1300,127,139,146,159,170,182,193,205,216,229,240,252,263,274,286,298,398,412,425,433,446,463,476,489
1400,131,144,151,164,176,188,200,213,225,238,250,262,274,286,298,311,412,425,439,448,462,479,493,506
1500,135,143,156,170,182,195,208,220,233,247,259,272,285,297,310,324,425,439,454,463,478,495,510,524
1600,147,157,171,187,201,216,230,244,259,275,289,303,318,332,347,362,465,481,498,509,525,545,561,577
1700,146,161,176,192,207,222,237,252,267,284,299,314,329,344,359,375,479,495,512,524,541,561,578,594
1800,150,165,181,198,213,229,245,260,276,293,308,324,340,355,371,388,492,509,527,539,557,577,595,612
1900,153,169,186,203,219,236,252,268,284,302,318,334,350,367,383,400,505,523,541,554,572,593,611,629
2000,157,174,190,209,225,242,259,276,293,311,328,345,361,378,395,413,518,537,556,569,588,610,628,647
2100,161,178,195,214,232,249,266,284,301,320,337,355,372,390,407,426,532,551,570,584,604,626,645,664
2200,172,191,210,231,250,269,289,308,327,348,367,386,405,424,444,464,572,593,614,630,651,675,696,717
2300,176,195,215,237,256,276,296,316,335,357,377,396,416,436,456,477,585,607,628,645,667,692,713,735
2400,179,200,220,242,262,283,303,324,344,366,386,407,427,447,468,490,599,621,643,660,682,708,730,752
2500,183,204,225,247,268,289,310,331,352,375,396,417,438,459,480,503,612,635,657,675,698,724,747,770
2600,187,208,230,253,275,296,318,339,361,384,406,427,449,470,492,515,625,649,672,690,714,741,764,787
2700,190,212,235,258,281,303,325,347,369,393,415,438,460,482,504,528,639,662,686,706,729,757,781,805
2800,202,226,250,275,299,323,347,371,395,421,445,469,493,517,541,567,679,705,730,751,777,806,832,858
2900,205,230,254,281,305,330,354,379,404,430,455,479,504,528,553,579,692,719,745,766,793,823,849,875
3000,209,234,259,286,311,337,362,387,412,439,464,489,515,540,565,592,706,732,759,781,808,839,866,893
3100,213,238,264,292,318,343,369,395,421,448,474,500,525,551,577,605,719,746,774,796,824,855,883,910
3200,216,243,269,297,324,350,376,403,429,457,484,510,536,563,589,617,732,760,788,812,840,871,900,928
